reportDate,strategy_return,equal_weight_return
2007-02-28,-0.029146313225670652,-0.013008100807692309
2007-03-01,-0.0011578997930481306,-0.01507375103846154
2007-03-02,-0.0027508022492489263,-0.0002828488461538466
2007-03-05,-0.021913450814659986,-0.027749266307692307
2007-03-06,0.012170568347174575,0.008865799692307693
2007-03-07,-0.00018119729066965734,0.0030376753846153843
2007-03-08,0.004668076024466355,0.01789579034615385
2007-03-09,-0.00044277688717481574,0.008279313961538462
2007-03-12,-0.025696857715009975,-0.0022393758461538467
2007-03-13,0.002123771327759149,-0.006216297576923078
2007-03-14,-0.027485282921709972,-0.024056108153846154
2007-03-15,0.01732743419011928,0.012970441923076927
2007-03-16,0.013254677897629264,0.0006693502692307693
2007-03-19,0.018652114944262655,0.01621584403846154
2007-03-20,0.001531964178520244,0.009886285384615385
2007-03-22,0.01083982314187222,0.011416029730769233
2007-03-23,0.011831743287173136,0.01444927753846154
2007-03-26,-0.008580230541000681,-0.009869663615384614
2007-03-27,-0.009029412365431328,0.0009831396538461535
2007-03-28,0.011419790477803187,0.0012287711153846157
2007-03-29,0.003809544388619882,0.010380777538461538
2007-03-30,-0.0019386318973665456,0.0007866433076923078
2007-04-02,0.01050958058794008,0.006176521846153848
2007-04-03,0.007400415387758839,0.007075793423076923
2007-04-04,0.0031940314546325716,0.0027112966538461536
2007-04-05,-0.001458357349076931,-0.001918303076923077
2007-04-10,0.0069251552132770676,0.007899980346153846
2007-04-11,-0.001893025484380125,-0.007285472692307693
2007-04-12,0.005243715537770475,0.00847201126923077
2007-04-13,0.013836898482772704,0.011875432538461541
2007-04-16,0.007240380252582652,0.011386480000000001
2007-04-17,-0.001998705491844175,0.004167580346153847
2007-04-18,-0.0018665012362277212,-0.0006058063076923082
2007-04-19,-0.0036276801373508393,-0.0003004831538461542
2007-04-20,0.012292028648720948,0.017438228153846155
2007-04-23,-0.0008501637390958026,-0.0007238893461538462
2007-04-24,-0.010948806152206156,-0.008750952923076923
2007-04-25,-0.0035957281274906017,-0.000878199884615385
2007-04-26,0.0006293111639094134,-0.0005611975384615383
2007-04-30,-0.0012030399679249036,0.009726522884615384
2007-05-02,0.0042248660973764314,0.009340217923076924
2007-05-03,-0.00461123628420256,-0.005009032923076923
2007-05-04,0.0016784147655461538,2.3741884615384934e-05
2007-05-07,-0.002345079780854844,-0.003403375423076923
2007-05-08,-0.011170082258735434,-0.01479040376923077
2007-05-09,0.011296220583054418,0.007293457538461539
2007-05-10,-0.0015110210952870406,0.0025316318461538457
2007-05-11,-0.0028415191143924437,-0.0006189574230769234
2007-05-14,-0.005396294185580339,-0.005004837115384616
2007-05-15,0.0014205914073995667,-0.0020053525000000003
2007-05-16,-0.002015020150831706,0.0005316681923076919
2007-05-17,0.0011387497976505568,-0.0021007851153846155
2007-05-18,0.013275991963769994,0.012840546153846152
2007-05-21,0.006639635521172653,0.0083079905
2007-05-22,0.002243375841677414,0.004323928538461539
2007-05-23,-0.00028674732207684936,0.009046050653846156
2007-05-24,0.0010086133848452442,-0.007839438576923078
2007-05-25,-0.012644470804079308,-0.01100323303846154
2007-05-28,-0.004610770199115187,-0.0007383665769230771
2007-05-29,-0.0006485270573091274,2.4132692307692407e-05
2007-05-30,-0.006787577832745065,-0.009932225884615386
2007-05-31,0.0008859756044246611,0.0008297854615384616
2007-06-01,0.0,0.0
2007-06-04,0.009982518384628169,-0.0006555867307692304
2007-06-05,-0.0025075874585801998,-0.004526279576923076
2007-06-06,-0.007365369622546542,-0.008057189961538463
2007-06-07,0.0012861084164133977,0.003829851692307692
2007-06-08,-0.017259365042455194,-0.02168294834615385
2007-06-11,0.010128418749938618,0.013598265576923075
2007-06-12,-0.0070536320936108125,-0.010835725307692308
2007-06-13,0.0015139530172314725,0.002843889230769231
2007-06-14,0.009841785307849021,0.017348887384615385
2007-06-15,-0.0006981958001510872,0.0005438451153846155
2007-06-18,0.001999976107574991,0.003549693538461539
2007-06-19,-0.005193045477852518,-0.0038001296923076927
2007-06-20,0.0020399242860857742,0.0056483496923076925
2007-06-21,-0.008387105055699546,-0.007215769923076923
2007-06-22,-0.008684466506724626,-0.009144423461538462
2007-06-25,-0.006805091925467309,-0.008269295923076923
2007-06-26,-0.013470568202337663,-0.015219380769230769
2007-06-27,-0.0073356783626806355,-0.008184908538461539
2007-06-28,0.0025006650370131686,0.0068238403076923086
2007-06-29,0.0008937872149670222,0.0006600477307692316
2007-07-02,0.004117971737419349,0.005912854884615386
2007-07-03,-0.0033095580903045674,-0.0049318487692307685
2007-07-04,-0.004093375831554264,-0.002755877884615385
2007-07-05,0.0012965117987075274,-0.0011003387307692311
2007-07-06,0.014993721223400615,0.012328139384615385
2007-07-09,0.020182288832033445,0.01950409738461539
2007-07-10,0.0026793805535659278,0.0019835446923076932
2007-07-11,-0.0023692060002024192,-0.0005450875384615389
2007-07-12,0.00792154851300347,0.005915780923076924
2007-07-13,-0.0006175365728678332,0.003446165884615385
2007-07-16,0.001711453071060415,0.00042111646153846123
2007-07-17,-0.0030815956119925915,-0.004433655884615384
2007-07-18,0.004435679399143005,-0.0035480491923076925
2007-07-19,0.002903042130182845,0.00597110926923077
2007-07-20,0.009901762274026789,0.005819013692307693
2007-07-23,-0.0007996459382838319,0.0047929668846153845
2007-07-24,-0.005443155626111628,-0.008976848807692308
2007-07-25,-0.011405607873919423,-0.012181188461538463
2007-07-26,-0.007918692391856944,-0.015533925384615383
2007-07-27,-0.015058393091319351,-0.01947931192307692
2007-07-30,0.008072853279675168,0.008604173230769232
2007-07-31,0.01013017491514996,0.010827400923076925
2007-08-01,-0.019974312775042115,-0.02559213707692308
2007-08-02,-0.0030261192422979077,-0.001853292192307693
2007-08-03,-0.0018175338590298528,-0.0029209627307692308
2007-08-06,-0.024760685484447466,-0.028380571
2007-08-07,0.0010749135877684756,0.010846931653846155
2007-08-08,0.01346457206059721,0.027628328923076928
2007-08-10,-0.016912989763868094,-0.028021887730769232
2007-08-13,0.00968411556742579,0.012288188846153845
2007-08-14,-0.0048466616039245375,-0.009700495538461537
2007-08-15,-0.0063451520900321716,-0.008438556461538462
2007-08-16,-0.01773275162905451,-0.02641204384615385
2007-08-17,-0.007708967171681586,-0.0077320398076923084
2007-08-20,0.015405666554592155,0.016361102115384617
2007-08-21,0.00010778032356933157,-8.563161538461555e-05
2007-08-22,0.009469271739042353,0.019234116230769233
2007-08-23,0.010931373708100524,0.013201828923076924
2007-08-24,-0.003622284509114181,0.001087325
2007-08-27,0.006833125810248932,0.011114390192307692
2007-08-28,-0.002781888629591965,-0.008099562615384618
2007-08-29,0.0021234615857783994,0.002857322076923077
2007-08-30,0.012834369445820715,0.011921292076923079
2007-08-31,0.015153282880841503,0.022674464384615386
2007-09-03,0.01399337035749581,0.01054607773076923
2007-09-04,0.005853157202749754,0.006010976538461539
2007-09-05,-0.0032294862529937594,-0.009492480076923078
2007-09-06,0.0030611403683455793,0.0034494425384615384
2007-09-07,0.008438777212573271,-0.0030064924999999997
2007-09-10,-0.006034020137505418,-0.0017130024230769224
2007-09-11,0.011214959313171978,0.019347745
2007-09-12,0.010669957382532047,0.006696488999999999
2007-09-13,0.006404817890964449,0.0020369303846153853
2007-09-14,0.0027796118517260525,0.000870059730769231
2007-09-17,-0.004510134606645826,-0.010219766961538462
2007-09-18,0.006493162538932442,0.001986967538461539
2007-09-19,0.012381696378443776,0.019251758153846155
2007-09-20,0.00264710245911042,0.0024942970384615386
2007-09-21,-0.004611598749013796,-0.006733011192307692
2007-09-25,-0.00734729280641489,-0.007959968461538463
2007-09-26,-0.004055639909067124,0.0039451068076923074
2007-09-27,0.007217473951743905,0.009256338115384616
2007-09-28,0.0026853975778942047,2.6385692307692862e-05
2007-10-01,-0.01738054445826208,-0.003925755884615385
2007-10-02,0.00784345141335273,0.016032939230769233
2007-10-03,0.005792687126272678,0.013052625692307692
2007-10-04,0.006194222991118873,0.0008909270769230772
2007-10-05,0.0018318285455298177,0.007618745769230771
2007-10-08,0.0003415742486138154,0.0033911488846153845
2007-10-09,-0.0009697949613423398,-0.002056531730769231
2007-10-10,-0.00014359747607914735,0.002090215461538462
2007-10-11,0.005507210357260848,0.010660928384615385
2007-10-12,-0.0024139811763177798,-0.004349709000000001
2007-10-15,-0.0011126089367375872,-0.005622393923076924
2007-10-16,-0.00862616729124046,-0.00452350273076923
2007-10-17,0.0036181741007031043,0.00784588626923077
2007-10-18,0.00023316778693967746,4.819453846153848e-05
2007-10-19,0.0015293404464619706,-9.524142307692352e-05
2007-10-22,-0.01091102311055115,-0.009341656653846153
2007-10-23,0.01034168996864287,0.010159993307692308
2007-10-24,-0.005375104686919046,-0.004252874269230769
2007-10-25,0.013317082673717753,0.013912778884615385
2007-10-26,0.002719988571003964,0.014209717692307692
2007-10-29,0.006296226624109035,0.005011737423076924
2007-10-30,-4.993883299982729e-06,0.009449194038461539
2007-10-31,0.007624637226634667,0.00193874173076923
2007-11-01,-0.016545893966707133,-0.01403316573076923
2007-11-02,-0.010518998669674477,-0.0012002953461538461
2007-11-05,0.00279865269798013,0.0037453795384615384
2007-11-06,0.015210758608268184,0.011799908923076925
2007-11-07,0.008703304703135491,0.0025784094615384622
2007-11-08,0.00733949863808152,0.0012464535384615382
2007-11-09,0.004456967637144441,0.0009593237307692307
2007-11-12,-0.002312129040168516,-0.005346965576923078
2007-11-13,-0.0036363335290319054,-0.006362338423076924
2007-11-14,0.00533636063725763,0.0067171905
2007-11-15,-0.012455093860556774,-0.008860542153846154
2007-11-16,-0.009333778320140517,-0.008337832884615384
2007-11-19,-0.018288341042907857,-0.022801064576923075
2007-11-20,0.0113481205017236,0.010133156269230769
2007-11-21,-0.006880706490628345,-0.010709424192307694
2007-11-22,0.005707326059791271,0.0025508422307692303
2007-11-23,0.001585728509266003,-0.0003264699230769234
2007-11-26,0.006030437736456731,-0.006056132153846154
2007-11-27,-0.0003462712076010072,-0.005773574961538463
2007-11-28,-0.0019016073680849246,-0.0015846989230769227
2007-11-29,0.009836856628897689,0.014638226307692308
2007-11-30,0.01588409979124797,0.002060340653846154
2007-12-03,-0.00603414435642119,-0.0038969955384615387
2007-12-04,-0.0017228747899336477,-0.002717441730769231
2007-12-05,0.0003397700679932153,0.004344560461538461
2007-12-06,-0.013416110708145473,-0.004735901807692308
2007-12-07,-0.003690412325841946,0.0042539872692307695
2007-12-10,-0.008789811337725622,-0.0035098328846153845
2007-12-11,0.011908132177598008,0.0076145646153846155
2007-12-12,-0.010254191676408156,-0.005875554653846154
2007-12-13,-0.014724597964047119,-0.024744182384615385
2007-12-14,-0.016964331537835338,-0.030055042500000004
2007-12-18,-0.009874962678018743,-0.01421445453846154
2007-12-19,-0.011326768456695504,-0.007724214692307691
2007-12-20,0.006460983303331619,0.006748097884615385
2007-12-21,0.020505301686046667,0.02207471496153846
2007-12-24,0.010800999563587757,0.009752129961538462
2007-12-27,0.004464089976968331,0.013226746384615386
2007-12-28,-0.005358290869190588,-0.0001902628076923083
2007-12-31,-0.006367919239341688,-0.01571833376923077
2008-01-02,0.007196043546322496,0.007769466153846155
2008-01-03,0.012859621044555647,-0.0035878072307692307
2008-01-04,-0.0013470293089010547,-0.0026430258076923082
2008-01-07,-0.004339259730965714,-0.009672584346153847
2008-01-08,0.013777885710119578,0.009216497192307695
2008-01-09,0.0006257211038499637,-0.0066043844615384616
2008-01-10,-0.008806109154295281,-0.018287972692307693
2008-01-11,0.0004295890592654666,-0.012774137769230769
2008-01-14,0.010005914700897692,0.01404875707692308
2008-01-15,-0.011310864064103348,-0.01189370057692308
