reportDate,ang:sj,apn:sj,ari:sj,avi:sj,baw:sj,bid:sj,bvt:sj,cls:sj,cpi:sj,dcp:sj,drd:sj,dsy:sj,exx:sj,fsr:sj,gfi:sj,grt:sj,imp:sj,mrp:sj,mtm:sj,mtn:sj,ned:sj,npn:sj,ny1:sj,omu:sj,out:sj,pph:sj,rdf:sj,rem:sj,sbk:sj,shp:sj,snt:sj,sol:sj,ssw:sj,tbs:sj
17/01/2007,0.005888099,0.001569874,-0.021309586,-0.010100847,0.022635398,,0,0.038053242,0,,-0.048333364,0.01118034,0.005555527,0,-0.003607146,,-0.006259592,-0.007017627,0.019867354,-0.007058843,0.005426944,0,,,0.000852412,,,0.005113911,0,0.012039037,-0.005682122,-0.020345624,,-0.003959218
18/01/2007,0.019816463,0.036363628,0.004607855,0.010203915,-0.001684933,,0,0.031542902,0,,0.021015442,0.024390395,0.03314964,0.0136171,0.004113523,,0.007873957,0.017667665,0.025974229,0.010544626,0.021950196,0.026946008,,,0.021856275,,,0.011928014,0.024875412,0.008442133,-0.005713917,0.035506447,,0.002271382
19/01/2007,-0.03742805,0.007562083,0,0.020202191,-0.026448941,,-0.021428808,0.037189972,-0.012499906,,-0.013721712,-0.0314285,0.03565025,-0.026448445,-0.024989592,,-0.026041541,0.002777914,-0.025316648,-0.031539248,-0.021126795,-0.008746264,,,-0.022222265,,,0,-0.03378614,0.014079143,-0.0229886,-0.020875284,,-0.023796126
22/01/2007,0.009348209,0.017712485,0.026376214,-0.007425911,0.007803326,,-0.005474351,-0.019920044,0.012658131,,-0.017391358,0.002949831,0.037865552,0.019836039,0.004201481,,0.018716505,0.00069247,0.008441802,0,0.017985937,0.016176573,,,0.019886481,,,0.002793707,0.015875848,0.013508455,0,0.016695328,,0.001218892
23/01/2007,0.020615308,0.006784554,0.027820934,0.007481468,0.009463598,,0.005504485,0,0.005555538,,-0.007079538,-0.016339858,0.028026648,0,0.035564807,,0.008398592,0,-0.000643866,-0.026634483,-0.003533771,0.005209875,,,-0.01949872,,,-0.001671363,-0.008901903,-0.00407292,0.02647038,0.005155937,,-0.002956359
24/01/2007,0.02894188,0.013770969,-0.004783072,-0.019802144,0.005682013,,0,0.020324918,-0.005524844,,0.04099808,-0.003322374,0.016292939,-0.009302034,0.018181997,,0.038522029,0.02076124,0.00773185,0.013681737,0,0.023668259,,,0,,,0.001618263,-0.001995783,0.001859197,0.008596224,0.043105346,,0.005813965
25/01/2007,0.016671498,0.011560524,-0.001529284,-0.002525289,0.073502535,,-0.003649546,0.011952222,0,,0.005136855,-0.008333077,0.012698426,-0.022193823,0.002063334,,0.025062336,0.024067891,0.007672527,0.015337268,0.000709358,-5.62E-05,,,-0.034090801,,,-0.021672592,-0.00899982,-0.004452755,0.008636601,0.013058372,,0.003179133
26/01/2007,-0.023602902,-0.005714273,0.000984733,0,-0.007946269,,-0.014285724,-0.0078741,-0.002777733,,-0.03236785,-0.005042148,0.020376149,0.014840693,-0.041184715,,0.02689499,0.026150256,-0.010152065,-0.003021058,-0.000141799,-0.006469779,,,0.005882346,,,-0.00882673,0.003127973,-0.001118373,0.003041295,-0.007954103,,-0.006338192
29/01/2007,0.007674105,-0.006034416,-0.005464312,-0.01772128,0.002651962,,-0.005574032,-0.002380842,0.00278547,,0.003521073,0.013513385,0.001536394,-0.018494798,-0.021146636,,0,-0.024193541,-0.012820807,0.001212145,-0.014743605,0.019252606,,,-0.022807205,,,-0.000287334,-0.009053532,0,0.009547636,-0.001028254,,-0.011307675
30/01/2007,-0.01435254,0.004625603,-0.003406993,-0.025773186,-0.010581923,,0.008968723,-0.001591146,0,,0.008772066,-0.000333554,0.062116344,0.012270153,-0.012657912,,-0.019047603,-0.008264379,-0.003246508,0.027723896,0.007194091,0.024999903,,,0.01735508,,,0.025287215,0.007004499,-0.011193691,0.056965039,0.008438098,,0
31/01/2007,0.016344634,-0.005755312,0.004300509,-0.013227769,-0.005347492,,0,0.003984009,0.013889024,,0.00173905,0.000333665,0.025270663,-0.004328958,0.035982264,,0.007524413,0,-0.010423628,0.021321854,-0.014285341,-0.013062309,,,-0.014706009,,,0.000560596,-0.002016199,0.003773408,-0.031579075,0.001836778,,0.010557161
01/02/2007,0.008771937,0.004341506,0.027118878,0.018766899,-0.018817017,,0.014814514,0.007936594,0.001369876,,0.022569473,-0.0496665,0.03450718,0.026086959,0.006435727,,0.043121902,-0.006666582,0.016458253,0.011533795,0.007318891,-0.011477769,,,0.026865862,,,-0.014846073,0.035353573,0.007895013,0.010869396,0.001425879,,-0.012187942
02/02/2007,-0.00869566,-0.008645688,0.020844431,0,-0.008219427,,0.027372409,-0.0157482,0.025991686,,0.010186602,0.034724575,-0.006126753,-0.009745678,-0.016313059,,-0.025404002,0.026845377,-0.0006473,-0.007981744,0.007553222,0.022166652,,,0.002907044,,,0.0031279,-0.015610011,0.010816534,0.026881996,0.003661441,,0.010575769
05/02/2007,-0.010234029,-0.024709264,0.002094507,0.000526246,-0.011049748,,0.001704944,-0.019999924,0,,-0.016806365,0.007118592,-0.038766974,-0.022678772,0.001333188,,-0.028435993,-0.009804,-0.0343491,-0.014367447,-0.021847911,0.000597886,,,-0.017391423,,,0.017573762,-0.006441906,-0.003320969,0.005235365,0.009323181,,-0.001162838
06/02/2007,0.004431381,-0.013114578,0.008986444,0.002104135,0,,7.12E-05,-0.004081477,0,,-0.017094172,-0.013800248,-0.002422837,0.032399051,0.018725218,,0.026877727,-0.026732604,-0.010067182,0.014460414,0.035328742,0.010211663,,,0.010914296,,,0.0167128,0.022444036,-0.000369853,0.004166685,0.012007849,,0
07/02/2007,0,-0.00332238,0.004556595,0.002624775,-5.56E-05,,0,0.008196909,-0.013333393,,-0.003478208,-0.012968877,0,-0.011874123,-0.003430879,,-0.011923408,-0.033909625,0.023729031,0.00022995,-0.009447219,0.005430667,,,-0.022468607,,,-0.008219037,-0.013171046,-0.015556094,-0.004149395,-0.019802202,,-0.004714789
08/02/2007,-0.00441183,0.006666614,-0.007731976,0.005235807,-0.016705266,,-0.021276642,0.004064685,-0.016216094,,0.003490348,-0.021438665,-0.014285571,-0.037768447,-0.020411835,,-0.028845946,0.017549838,-0.003311335,-0.002298857,-0.017793631,0.005401418,,,-0.014925063,,,-0.013812171,-0.017794809,0.010534299,0,-0.021254929,,-0.003508893
09/02/2007,0.029542147,0.029500343,-0.002597066,0.033853945,-0.004545357,,-0.01449298,0.008097452,0,,-0.026087037,0,0.029565106,0.008474625,0.041840708,,-0.002475002,0.017592286,0.00996668,0.00046108,-0.014420413,-0.015850828,,,0.013333165,,,-0.019943893,-0.013588447,0.005212699,-0.00312527,0.010341045,,0.025294767
12/02/2007,0.010903852,-0.014619884,-0.051041768,0.000503649,-0.015410922,,0.016250202,-0.00160658,0.01648339,,-0.019643051,0,0.020551585,0.009287761,0.014139854,,0.0198509,-0.00338983,0.00986865,-0.00967199,-0.027645225,-0.010918107,,,-0.004186598,,,-0.003887145,-0.014285908,-0.007407967,0.003135068,0.003070698,,0.016657179
13/02/2007,-0.009395475,-0.005934632,0,-0.000503396,0,,0.020186752,0.00563134,-0.005405248,,-0.025500751,0.030035352,0.004138184,0.001314644,-0.016791836,,0.055960781,0.03911572,-0.006514888,0.003488092,0.001890543,0.002732467,,,0,,,0.014289097,0.013975184,0,-0.005208099,0.014285626,,-0.001745359
14/02/2007,-0.007134825,0,0.031833075,-0.00251899,0.035652661,,0.003546075,0.004000142,-0.002717276,,0,0.020583384,0.008241648,-0.015317161,0.011036404,,-0.009216403,0.00163658,0.003278926,0.036959868,0.007547231,0.002724766,,,-0.011711771,,,0.015558771,-0.01123051,0.013059917,-0.005340393,0.010462842,,0.015228392
15/02/2007,-0.010100819,0.03731336,0.00542556,-0.009090818,-0.003639332,,0.021907714,-0.003187168,0.001362269,,-0.026168056,-0.001680941,-0.012261721,0.02844446,0.001992708,,-0.028372079,-0.019607678,-0.00326821,0.01463717,0.011835052,0.017608473,,,0.033120667,,,0.019164188,0.037171172,-0.00368325,-0.005158714,0.00557534,,0.004999917
16/02/2007,-0.010204252,0.03309357,0.038619884,0.019367733,-0.002864785,,-0.011064739,-0.000799585,-0.006802716,,-0.001919533,-0.008417335,-0.013792899,0.02852206,-0.001193336,,-0.013882219,-0.010000406,-0.00983589,0.024225892,0.021617062,-0.009292755,,,0.029411873,,,-0.018803828,0.025385521,0.003696866,-0.017142839,-0.003960283,,-0.004422228
19/02/2007,-0.006156014,0.008356287,0.044213912,0.015000283,0.00569068,,0.010489503,0.008000087,0,,0.026923021,-0.00373523,-0.00699304,-0.008403271,-0.004776825,,-0.012136055,-0.023568693,0.009933595,-0.005483722,0.033695554,0.008140192,,,-0.010286052,,,-0.013927711,0.009708983,0,0.006675426,0.017494951,,0.005607901
20/02/2007,-0.018849645,-0.005524445,-0.004878187,-0.0147786,-0.002801721,,-0.041522216,0,0,,-0.014981276,-0.011247532,-0.001408513,-0.00423752,-0.019600216,,-0.028255291,-0.003448359,0.016393661,0.016433164,0.008762656,-5.35E-05,,,-0.004041211,,,0.00282479,0.00480786,0.003683069,-0.0020323,-0.007424748,,0.006570683
21/02/2007,0,-0.013889091,-0.01960782,0.000500241,-0.005617456,,0.01083025,0.007936594,-0.013698761,,0.005703394,0,-0.012693871,0.004255553,0.003672032,,0.008899836,0.006920243,0,-0.003403785,-0.009728893,5.35E-05,,,-0.014492877,,,-0.01999994,-0.019234655,0,0.006859121,-0.01259839,,-0.012616585
22/02/2007,0.011931799,-0.012676112,0.009999988,0.009495341,-0.001751515,,0.007142808,0.029133726,0.013889024,,0.017013381,0.040675651,-0.04428556,0.040254114,0.046748126,,0.032529881,0.003436595,0.005806569,0.008537948,0.004561292,0.000748582,,,0.041470537,,,0.026156923,0.014733188,-0.003669554,0.00372506,0.001794301,,0.013888882
23/02/2007,-0.002985036,0.021398145,-0.004950343,-0.021287156,-0.01239458,,0.019858364,-0.004590359,0,,0.026022249,0.033123614,-0.020927016,-0.00407321,0.029125946,,0.033980363,0.01027397,0,-0.008465669,0.01851226,-0.000267079,,,0.00254186,,,-0.004425781,0.002403788,0,0.006362597,-0.004577249,,-0.010958856
26/02/2007,0.002993973,0.002793255,0.002686702,0.004046494,0.01117492,,0.00973544,0.037662866,0.008219186,,0.09601442,-0.006412291,-0.015267024,0.008997603,0,,0.01549316,0.01186457,-0.005773048,-0.002134618,-0.00823064,0.002137705,,,0.003380138,,,-0.003995237,0.007193976,-0.001473318,0.032350236,-0.018392559,,0.002770053
27/02/2007,-0.035820867,-0.001392771,-0.007641437,-0.017128476,-0.013318153,,-0.022038519,-0.037036718,-0.008152182,,-0.03140504,-0.035172593,-0.038759721,-0.034454609,-0.035094033,,-0.029079947,-0.001674959,-0.00580649,-0.037325973,-0.058437139,-0.033599646,,,-0.058113416,,,-0.011355994,-0.028475869,0.000369122,0.030927881,-0.050875674,,-0.024861823
28/02/2007,-0.024767674,-0.017573299,-0.030000063,0.025115072,-0.004020735,,-0.007042206,0.003845723,0.013698477,,-0.105801814,-0.017056814,-0.012257954,0.005457492,-0.022604909,,-0.01909435,-0.003356198,-0.013627684,-0.022331356,-0.01028276,-0.05353237,,,0.021460333,,,-0.017372454,-0.014802513,-0.004424661,0.002969968,-4.30E-05,,-0.010764872
01/03/2007,-0.009492118,-0.000567893,-0.018453544,-0.044999741,-0.002306786,,-0.00716314,-0.011494005,0,,0.036259161,-0.014971252,-0.03657742,-0.032985305,-0.007202158,,-0.029126284,-0.013467765,-0.013158038,-0.02840837,-0.025602963,-0.017492346,,,-0.037058325,,,0.00610647,-0.024875412,-0.00925955,-0.002961173,-0.02145912,,-0.02520045
02/03/2007,0.018557036,0.008522812,-0.00010491,-0.073298397,0.011560534,,-0.017715613,-0.007751737,-0.02702701,,-0.031307364,0.015543928,-0.008474616,-0.00690829,0.001128473,,-0.004999996,0.013651622,0,0.0116959,0.017898102,0.022255043,,,0.009090747,,,0.011445102,0.020408067,0.00822428,0,0.008771764,,-0.008519547
05/03/2007,-0.037130182,-0.028168947,-0.054621943,0.023728642,-0.028571373,,-0.021889111,-0.02265628,-0.013888952,,-0.019011235,-0.037074706,-0.038461551,-0.049565706,-0.009178766,,-0.045175902,-0.063972898,-0.016666563,-0.014451059,-0.039207005,-0.03280117,,,-0.046546784,,,-0.017030576,-0.039999815,-0.00778661,0,-0.039130258,,-0.022222174
06/03/2007,0.026535914,0.021738989,0,0.026490209,0.005823515,,0.007434826,0.000799291,0.014084572,,0.021317562,0.023313235,-0.022222152,0.010979398,0.015764808,,0.018367553,-0.006834425,-0.003389659,0.008914829,0.010824845,-0.012604907,,,0.014173524,,,0.008779143,0.015624309,-0.000373491,0,0.006787047,,0.018181857
07/03/2007,-0.006749031,-0.019858006,-0.002777637,0,-0.005789798,,0.003689748,0.020767016,0.001388902,,-0.00379466,0.00103546,0.05454499,0.009049751,-0.001999875,,0.007751982,0.026801947,0.019727742,0.006278588,-0.013867615,0.002917637,,,0.004658303,,,-0.011584348,0.00512879,0.001868888,0,-0.011280663,,-0.008928551
08/03/2007,0.007211545,0.014471638,0.01392764,0.013440923,0.047176631,,0.029412099,0.008606925,0.019417592,,-0.013333536,-0.003448309,0.060172732,0.030941585,0.008416734,,0.015435723,-0.00529109,0.004670003,0.006239072,0.014218865,0.034367986,,,0.049768328,,,0.014402238,0.035713815,0.013059917,0.018712994,0.022773731,,0.004804768
09/03/2007,0.00875078,0.007132808,-0.010989212,0.008487912,-0.011347354,,-0.008571536,0.020946543,0.00408146,,-0.034749215,0.037716227,0.001626433,0.024358486,-0.002385191,,0.037270776,0.003546186,0.009295937,0.027672566,0.02064387,0.027834724,,,0.023262485,,,0.008794643,0.019704835,0.001841715,-0.01836925,-0.004444492,,0.013150027
12/03/2007,0,-0.002833027,0,0.019989538,0.008522868,,-0.002161201,0.018237258,0.002710054,,-0.147999914,-0.006668452,-0.025816154,-0.002123224,0.005976257,,0.022582195,-0.006713848,0.019737057,0.021229295,0.011320735,0.00912182,,,0.004316471,,,-0.005982888,-0.010627817,-0.007225423,0,-0.004464421,,0.020649049
13/03/2007,0.011041131,0.003977368,-0.01222224,0.023723583,-0.008450843,,0.002238089,0.007462216,0,,0.009389817,-0.023162298,-0.024999794,-0.02510625,0.004752938,,-0.023809399,-0.014585745,0,-0.015864985,-0.016343263,-0.014123969,,,-0.034383845,,,-0.006878618,-0.003906577,0.003704054,0.005940717,-0.001345324,,-0.0086705
14/03/2007,-0.02184059,-0.023769043,-0.026996727,-0.005037919,-0.025511158,,-0.027447436,-0.02962932,0,,-0.074418605,-0.01718212,-0.038461551,-0.017896145,-0.014584345,,-0.026829335,-0.036100814,0.003870914,-0.038354112,-0.018662851,-0.02578822,,,-0.03560841,,,-0.023145893,-0.037254849,-0.003690384,0.012696849,-0.03008492,,-0.043731828
15/03/2007,0.020733511,0.007246306,0.041618657,-0.012658226,-5.83E-05,,0.007407025,0,0,,0.042713606,0.014335588,0.013511165,-0.002222162,0.013999836,,0.013784251,0.037452894,0.021208208,0.052023152,0.017317061,0.029412002,,,0.00923091,,,0.009217816,0.007636988,-0.000370215,-0.015940012,0.002314293,,0.007317136
16/03/2007,0.024999998,0.027338258,-0.033296296,0,-0.008688039,,0,-0.003817209,-0.005405248,,0.050602371,0.000689528,0.004209731,-0.029617101,0.008284104,,0.023485801,0.010830413,0.008181016,0.005494124,0.003115575,0.000571422,,,-0.024390288,,,0.001229605,-0.014653835,-0.031493435,-0.006656117,-0.006928301,,0.01331703
19/03/2007,0.01829257,0.036414509,0.087830076,0.015384651,0.038174407,,0.005515065,0.007663296,-0.0285326,,0.03899079,0.00068888,0.021834078,0.016528682,0.013302091,,0.031401052,0.003571516,0.01560578,0.018579221,0.005303246,0.010850647,,,0.004999917,,,0.011636546,0.0046158,0.032899918,-0.005469872,0,,0.015531679
20/03/2007,-0.009281379,-0.002702795,0.023746541,0,0.014730692,,0.012797118,0.014448524,-0.001398615,,-0.006622686,0.00516356,0.025640809,0.029810222,0.011583319,,0.00702578,0.035587004,-0.016595069,-0.003219105,0.017332519,-5.66E-05,,,0.026119679,,,0.007456711,0.041347609,0,-0.006000346,0.013953366,,0.016176562
22/03/2007,-0.001571426,0.015989172,0.000102974,0.010100847,0.027470776,,0.018050417,0.000749652,0.002801147,,0.044444454,-0.000342435,0.025000041,0.030263289,-0.003435426,,0.004651175,0.027491829,0.003125149,0.023681634,0,0.006271774,,,0.042424108,,,-0.007975275,0.002156861,0.011111071,0.006036568,0.018348645,,-0.010130248
23/03/2007,-0.000665992,0.03627632,0.018452153,0.027500345,0.000978152,,0.014184237,-0.014981159,0.005307328,,0.04255333,-0.006509346,0.016260564,0.00936571,-0.002680934,,0.01847224,0.032775624,0.003738112,0.019873879,0.029555064,0.007860843,,,0.012790753,,,0.015037548,0.027195919,0.00366308,0,0.063063401,,-0.004385955
26/03/2007,-0.009570916,-0.019304895,-0.017915045,-0.014598571,-0.033093464,,-0.025174833,-0.001520873,-0.001111445,,-0.020408102,0,0.009759623,-0.036271895,-0.005376367,,0.009182142,-0.016515557,0.002483202,-0.010207269,7.20E-05,0.005626802,,,-0.039896546,,,-0.008546861,-0.004761415,0,-0.010000117,-0.00211875,,-0.007342102
27/03/2007,-0.008501762,-0.01049879,0.018241848,-0.007407576,-0.011235721,,-0.003586713,0.005331209,0.015298956,,-0.047916763,-0.010344408,0.001426317,0.019693892,0.011583319,,-0.015809906,-0.000658334,0,-0.03010402,0.00726631,0.012409116,,,0.004483931,,,0.012068866,0.004784195,0.016423342,0.015858521,0.014862323,,0.011893479
28/03/2007,0.018135817,-0.005304962,0.011538207,0.002487599,0,,-0.006407517,-0.001515112,0,,0.039387313,-0.004878391,-0.002848337,-0.019313533,0.025190513,,0.011441497,0.001317859,-0.00309597,-0.014606915,0,-0.022708717,,,-0.013392623,,,0.006416959,-0.009523488,-0.005385933,-0.001292367,0.029288516,,-0.002982366
29/03/2007,-0.016086035,0,0.03261959,0.017369675,0.019886095,,-0.003333178,0.022002878,-0.008219328,,0.012631451,0.003151414,0.023643413,0.040262571,-0.007222575,,0.015882337,-0.012833068,0.013043256,0.031063207,0.014213182,-0.020156475,,,0.046756879,,,0.010043221,0.012499867,-0.006859154,0.005575403,0.008129848,,0.015835742
30/03/2007,0.000646647,-0.013333333,-0.001937848,-0.018880691,0.008356874,,0.00319885,-0.060875895,-0.005524844,,0.00831601,0.005235651,0.01534631,0.034918128,0.008774997,,0.015589723,-0.006666582,-0.089085619,0.041226129,-0.006843634,0.002856934,,,0.037175966,,,0.011116808,0.014245326,0.008724353,0.009802117,-0.023869681,,0.02194003
02/04/2007,0.003415424,-0.007837901,0.009708533,0.027846835,-0.00911619,,0.003696225,0.066402978,0,,-0.020618435,0.006944161,-0.007633323,-0.012195201,0.016357281,,0.013157178,0.006711324,0,-0.005177681,0.02127692,0.025641196,,,-0.018338405,,,0.008563391,0.011235699,0.001801574,-0.008432305,-0.008469386,,0.035649676
03/04/2007,0.022722308,0.018796074,0.009615374,0.011126987,0.014775218,,0.003537683,0,-0.013888952,,0.027368456,0.027586559,0.015384687,0.010288144,0.005852091,,-0.025972799,-0.008333576,-0.00336682,0.010205121,0.012499872,0.012221917,,,0.052929525,,,-0.003012513,0.013425893,0.007194129,0.000692036,-0.029166687,,-0.008510098
04/04/2007,-0.004557238,0.022727298,0.078095394,0.033492778,-0.003790827,,-0.008921505,-0.013343235,-0.008450641,,-0.016393381,0.005033519,-0.021970217,0.002036662,-0.003636379,,0.015065709,-0.001680837,0.013513523,-0.025154033,-0.013717492,0.009879491,,,-0.037634626,,,0,0.00045653,0.035357425,0,0.008583721,,0.005502074
05/04/2007,-0.006777302,0.025097848,0.006007098,-0.037036729,0.015111883,,-0.014155959,0.003005365,0.008522663,,0,-0.00500831,-0.010069627,-0.009349656,0,,0.000438122,-0.010100762,0,-0.002694241,0.011821852,-0.018967323,,,0.001396921,,,0.008241496,-0.015366565,0.000344886,0.00098794,4.26E-05,,-0.00136808
10/04/2007,0.006823547,-0.002295218,0.027309598,0.009615775,0.011410462,,0.016936517,0.009738079,0.002816856,,-0.039583493,0.038255001,0.017214778,0.001231345,0.001459697,,0.029321375,0.002721222,0.009999945,0.007792938,0.006872889,0.002825074,,,0.009762888,,,0.017983713,0.002783038,0.006896187,-0.000493774,0.014850326,,-0.006849276
11/04/2007,0.007861298,-0.010736139,-0.008462517,0.007142617,-0.007789363,,-0.007965306,-0.01335331,0.011236065,,-0.002169098,-0.028118974,-0.01846167,-0.026639498,0.034985574,,-0.013605463,-0.006105966,-0.007920684,-0.010207269,-0.029010074,0.002928097,,,-0.019336924,,,-0.014989476,-0.012026029,-0.006848955,-0.000493434,0.008595369,,-0.017931161
12/04/2007,0.004154079,-0.00775214,0.004310382,0.005200772,0.001623951,,0.00737235,0.026315518,-0.027777544,,0.065217396,0.001330108,0.014106588,0.023157709,-0.014084723,,0.008620967,0,0.017963906,0,0.010263309,0.014596372,,,0.008732382,,,0.010869534,0.033708055,0,-0.000493678,0.011432339,,0.001404661
13/04/2007,0.029761827,-0.020833286,0.00858385,0.034807035,0.005405694,,0.033983046,0.029304081,0,,-0.010204239,0.002989102,0.002318572,0.037037279,0.014285936,,0.041666562,0.010238905,0.006535912,0.039583387,0.015935026,-0.011943497,,,0.033230758,,,-0.005376214,-0.000905772,0.003103326,0.000987843,0.015166489,,-0.006900376
16/04/2007,0.009364173,0.010638208,0.008510711,0.009545698,0.008601945,,0.00280314,0.000712118,0.002856726,,0.059794049,0.023178776,0.01002281,-0.020634951,-0.001830931,,0.017435903,0.013513676,-0.009740208,0.03215713,0.027397339,0.00554934,,,-0.000540473,,,0.012162241,0.015321787,0.031281966,0.007407741,-0.001943663,,0.022483229
17/04/2007,-0.023737231,-0.0155262,0.029619904,-0.018910324,0.027718714,,0,0.010668414,0.002849179,,0.001945495,0,-0.001526483,0.043354862,-0.012276269,,-0.005241886,0.006666336,0,0.009611578,0.007333234,-0.000600833,,,0.008653116,,,-0.006141732,0.032234931,0.010000128,-0.008332881,-0.001054638,,0.011049675
18/04/2007,-0.010118868,0.010424979,0.016310215,-0.001835756,0.003578696,,-0.004193081,-0.000703582,0,,0.009708649,0.00647239,-0.016513842,-0.027184555,-0.026428289,,-0.004864443,0.016556453,0.003934453,9.63E-05,0.011250972,-0.026790732,,,0.010187855,,,-0.011284223,-0.031141701,0.031353223,0.009589795,-0.007106783,,0.022950911
19/04/2007,-0.016621964,0.002645464,0.008064666,-0.02068987,-0.00770102,,0.010526686,-0.007042155,0.022727273,,-0.001923107,0.028939021,-0.013525919,0.005988226,-0.022010525,,-0.001221776,-0.001954173,-0.007184856,0,0.004581002,-0.006179797,,,-0.012473576,,,0.015652291,-0.004464339,0.007999774,0.008323182,0,,-0.00026707
20/04/2007,0.012353328,0.01556736,0.063999993,0.031455396,0.041667242,,0.01215257,0.007801169,0.001388902,,0.046242545,0.018437313,-0.00236417,0.015476359,0.005251336,,0.023654157,-0.00293748,0.02631589,0.001442466,0.01758969,0.011871339,,,0.023918605,,,-0.010059947,0.009865289,0.005079487,0.000291383,0.006135072,,0.070798638
23/04/2007,-0.006369291,-0.012730692,0.0150375,0.005917188,0.015100041,,0.007204154,0.003518514,0,,0.001841763,-0.008898243,-0.004739468,-0.010942088,-0.007089541,,0,0.000327187,0,0.008353174,-0.007682549,-0.006145445,,,-0.022309744,,,0.000108062,-0.00088825,0.002842903,0.014563085,-0.002845507,,-0.002993876
